#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Eng. Language & Comp","188","188","94"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Eng. Literature & Comp","115","115","85"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Environmental Science","25","25","18"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","European History","10","10","TFS"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Geography: Human","134","134","105"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Gov. & Pol. U.S.","59","59","54"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Physics 1","26","26","TFS"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Physics C: Mechanics","25","25","18"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Precalculus","92","92","38"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Psychology","113","113","66"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Spanish Language","51","51","42"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","Statistics","38","38","24"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","U.S. History","120","120","105"
"AP COUNTS","2023-24","DISTRICT","710","Paulding County","ALL","All Schools","World History","163","163","115"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","711","Peach County","2052","Peach County High School","ALL Subjects","130","182","66"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Biology","13","13","TFS"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Computer Science Principles","20","20","TFS"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Eng. Language & Comp","35","35","TFS"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Environmental Science","11","11","TFS"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Geography: Human","53","53","24"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Precalculus","23","23","15"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","711","Peach County","2052","Peach County High School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","711","Peach County","ALL","All Schools","ALL Subjects","130","182","66"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Biology","13","13","TFS"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Computer Science Principles","20","20","TFS"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Eng. Language & Comp","35","35","TFS"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Environmental Science","11","11","TFS"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Geography: Human","53","53","24"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Precalculus","23","23","15"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","Statistics","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","711","Peach County","ALL","All Schools","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","712","Pickens County","0189","Pickens County Junior High School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0189","Pickens County Junior High School","Eng. Language & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0189","Pickens County Junior High School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","712","Pickens County","0198","Pickens County High School","ALL Subjects","175","236","106"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Biology","36","36","18"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Calculus BC","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Economics: Macro","25","25","16"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Eng. Language & Comp","53","53","13"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Environmental Science","54","54","24"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","German Language","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Psychology","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","Statistics","16","16","TFS"
"AP COUNTS","2023-24","SCHOOL","712","Pickens County","0198","Pickens County High School","U.S. History","11","11","10"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","712","Pickens County","ALL","All Schools","ALL Subjects","177","238","106"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Biology","36","36","18"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Calculus BC","10","10","TFS"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Computer Science Principles","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Economics: Macro","25","25","16"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Eng. Language & Comp","54","54","13"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Environmental Science","55","55","24"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","German Language","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Psychology","10","10","TFS"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","Statistics","16","16","TFS"
"AP COUNTS","2023-24","DISTRICT","712","Pickens County","ALL","All Schools","U.S. History","11","11","10"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","714","Pike County","0109","Pike County Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0109","Pike County Middle School","World History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","714","Pike County","0194","Pike County High School","ALL Subjects","172","275","144"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Biology","11","11","10"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Capstone","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Capstone Research","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Economics: Micro","82","82","60"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Eng. Language & Comp","36","36","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Eng. Literature & Comp","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Precalculus","20","20","16"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","U.S. History","27","27","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0194","Pike County High School","World History","46","46","12"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","714","Pike County","0296","Zebulon High School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","714","Pike County","0296","Zebulon High School","Economics: Micro","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","714","Pike County","ALL","All Schools","ALL Subjects","176","279","146"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Biology","11","11","10"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Capstone","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Capstone Research","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Economics: Micro","83","83","61"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Eng. Language & Comp","36","36","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Eng. Literature & Comp","10","10","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Environmental Science","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Physics 1","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Precalculus","20","20","16"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Psychology","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","Statistics","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","U.S. History","27","27","TFS"
"AP COUNTS","2023-24","DISTRICT","714","Pike County","ALL","All Schools","World History","49","49","13"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","715","Polk County","0102","Rockmart High School","ALL Subjects","53","63","29"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","0102","Rockmart High School","Biology","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","0102","Rockmart High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","0102","Rockmart High School","Economics: Micro","13","13","12"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","0102","Rockmart High School","Eng. Language & Comp","30","30","TFS"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","0102","Rockmart High School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","715","Polk County","5050","Cedartown High School","ALL Subjects","121","146","46"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","5050","Cedartown High School","Biology","13","13","TFS"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","5050","Cedartown High School","Calculus A","14","14","TFS"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","5050","Cedartown High School","Economics: Micro","21","21","11"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","5050","Cedartown High School","Eng. Language & Comp","85","85","17"
"AP COUNTS","2023-24","SCHOOL","715","Polk County","5050","Cedartown High School","U.S. History","13","13","TFS"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","715","Polk County","ALL","All Schools","ALL Subjects","174","209","75"
"AP COUNTS","2023-24","DISTRICT","715","Polk County","ALL","All Schools","Biology","23","23","15"
"AP COUNTS","2023-24","DISTRICT","715","Polk County","ALL","All Schools","Calculus A","18","18","TFS"
"AP COUNTS","2023-24","DISTRICT","715","Polk County","ALL","All Schools","Economics: Micro","34","34","23"
"AP COUNTS","2023-24","DISTRICT","715","Polk County","ALL","All Schools","Eng. Language & Comp","115","115","24"
"AP COUNTS","2023-24","DISTRICT","715","Polk County","ALL","All Schools","U.S. History","19","19","10"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","716","Pulaski County","2050","Hawkinsville High School","ALL Subjects","18","18","TFS"
"AP COUNTS","2023-24","SCHOOL","716","Pulaski County","2050","Hawkinsville High School","Biology","18","18","TFS"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","716","Pulaski County","ALL","All Schools","ALL Subjects","18","18","TFS"
"AP COUNTS","2023-24","DISTRICT","716","Pulaski County","ALL","All Schools","Biology","18","18","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","717","Putnam County","0111","Putnam County Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","717","Putnam County","0111","Putnam County Middle School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","717","Putnam County","0111","Putnam County Middle School","U.S. History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","717","Putnam County","0111","Putnam County Middle School","World History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","717","Putnam County","0114","Putnam County High School","ALL Subjects","145","195","65"
"AP COUNTS","2023-24","SCHOOL","717","Putnam County","0114","Putnam County High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","717","Putnam County","0114","Putnam County High School","Biology","20","20","11"
"AP COUNTS","2023-24","SCHOOL","717","Putnam County","0114","Putnam County High School","Chemistry","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","717","Putnam County","0114","Putnam County High School","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","717","Putnam County","0114","Putnam County High School","Computer Science Principles","TFS","TFS","TFS"
